소속사,그룹,연예인 이름,사건 날짜,사건 내용 (날짜+내용 전체)
HYBE,뉴진스,민지,"2023년
1월 5일","2023년
1월 5일
진행한
침착맨
과
NewJeans
의 라이브에서 토크를 하던 중
민지
가 ""
칼국수
가 뭐지?""라는 혼잣말을 했다.
라이브 영상 (34분 45초)
라이브 당시에는 ""?"" 등의 물음표와 가벼운 이모티콘들이 채팅창을 차지했고, 대화는 바로 다음 주제로 넘어가서 크게 주목받지 않았다. 하지만 라이브 종료 후 다시보기와 클립 영상 등을 통해 퍼졌고, 일부 네티즌들은 해당 영상에 컨셉질이라는 부정적 내용의 댓글을 게시했다.
1년 여 후인"
HYBE,뉴진스,민지,"2024년
1월 2일","2024년
1월 2일
,
위버스
멤버십 라이브에서 멤버들과 낙지탕탕이에 관해 대화하던 도중 민지는 1년 전쯤 있었던 칼국수 발언에 대한 해명성 이야기를 했다.
민지: 낙지 탕탕이 나도 안 먹어 봤어.
민지: 아! 나 이제 안 먹어봤다는 말 좀 그만하려고.
혜인
: 그냥 해요, 안 먹었으면 안 먹었다고 그래요.
민지: 여러분, 제가 칼국수를 모르겠어요? 그니까 What’s 칼국수 mean like, 이게 참…
하니
: 나한테 물어본 거야?
민지: No.
민지: 어쨌든 그렇습니다. 제가 모르겠냐구요, 여러분. (하니: 모르신 거예요. 하하) 두 번 생각해 보세요.
해린
: 근데 안 먹어본 걸 안 먹어봤다고 하지… 먹어봤다고 하는 게...
민지: 그러니까, 모르니깐 모른다 그러지. 여러분들 칼국수의 종류가 얼마나 많은지, 뭐가 들어가는지, 어떤 재료로 만드는지 다 알고 계세요?
당시 내용
방송 종료 후,
네이트 판
,
디시인사이드
,
더쿠
,
유튜브
,
X(SNS)
등 인터넷 커뮤니티에서 화제가 되었다. 종합한 반응은,
애초에 칼국수를 모른다는 발언이 1년 동안 악플로 까일 일은 아니다.
라는 것이다.
민지의 초등학교
근처에 칼국수집이 있다는 증언도 있기도 하고 춘천시가 칼국수를 포함해 여러 유명음식이 많기는 하지만
[14]
말 그대로 관심이 없으면 기억이 안 날 수도 있고
[15]
, 민지의 발언처럼 칼국수 자체를 모른다기 보단 칼국수를 다른 국수들과 헷갈렸을 수도 있을 수도 있으며 말이 단순히 헛나온 것일 수도 있다.
[16]
그리고 만에하나라도 민지가 평소 편식이 있다는 이미지로 인해 약간의
컨셉질
을 한 거라 하더라도, 이것이 해명을 요구하거나 비판받을 일이 전혀 아니다.
뉴진스 팬 커뮤니티에서 해당 논란에 부정적인 반응이 나온 이유는, 민지가 평소 안 먹어본 음식에 대해 낯가림이 심해 처음 보는 음식은 잘 먹지 않는다고 전에도 여러 번 밝혀왔기 때문.
#
즉 팬들은 칼국수를 모른다는 게 문제가 될 일이 아니었다는 반응이다.
이로부터 1년 후 라이브 방송에서 이를 언급한 민지의 대응이 적절하진 않았다는 비판도 있었다.
#
해당 라이브 방송은 위버스 멤버십에 유료 가입한 팬들 대상으로 진행하는 라이브 방송이었기 때문이다."
HYBE,뉴진스,민지,"2024년
1월 16일","2024년
1월 16일
민지는
Phoning
을 통해 팬들에게 사과문을 올렸다.
#
민지 사과문 전문
[ 펼치기 · 접기 ]
안녕하세요 민지입니다. 데뷔 때부터 정말 많은 분들께서 관심 가져주시고 사랑해 주셔서 늘 감사하게 생각하며 활동하고 있습니다.
지난 1월 2일 버니즈분들과 소통하는 라이브에서 저의 말투와 태도가 보시는 분들께 불편함을 드렸습니다. 버니즈분들과 자연스럽고 편안하게 소통하는 라이브에서 좋지 못한 태도를 보여드린 것 같아 놀라고 상처받으셨을 버니즈분들께 정말 죄송합니다.
작년 겨울 칼국수가 뭔지 모른다는 제 말에 어떤 반응들이 있었는지 저도 알고 있었습니다. 제가 편식이 심해 칼국수를 먹어본 적이 없어 칼국수의 종류와 맛을 생각하다 저도 모르게 칼국수가 뭐지? 라는 혼잣말이 나와 버렸습니다. 혼잣말이라 오해가 생길지 몰랐고, 명확한 해명을 하고 싶었으나 이미 엎질러진 물인 것 같기도 하고 시간이 지나면 잠잠해질 거라고 생각했습니다.
그런데 시간이 지날수록 제 판단과는 다르게 더 많은 말들이 따라붙고 멤버들과의 사이까지 언급되며 이상한 오해를 받는 게 일 년이라는 시간 동안 계속해서 저를 알게 모르게 괴롭혔던 것 같습니다.
그래서 답답한 마음에 해명을 했지만 너무 미숙한 태도로 실망시켜드린 점 스스로도 많이 반성하고 있습니다.
이번 일을 통해 휴가중에 많이 고민해보고 주변분들과 대화를 통해서도 제 말 한마디의 책임감에 대해 다시 한번 생각해 보게 되었고 많이 배웠습니다. 또 같은 실수를 반복하지 않도록 더 조심하고 신경 쓰겠습니다.
라이브를 보며 불편하고 당황하셨을 버니즈분들께 다시한번 죄송한 마음을 전하고 싶습니다.
3.2.
다니엘
[편집]
3.2.1.
설날 영어 표기 논란
[편집]
관련 문서:
설날/영어 표기 논란
[전문] 뉴진스 다니엘, '중국 설' 표기 논란 사과…""깊이 반성 중"""
HYBE,뉴진스,민지,2023년 1월 19일,"2023년 1월 19일,
다니엘
이 팬들과의 소통 어플인
포닝
에서 팬들과 소통하던 중에 ""what are you bunnies doing
Chinese New Year
? (
버니즈
여러분 설날 때 뭘 하실 건가요?)""라고 말하며
설날
을
영어
로 '
Chinese New Year
'라고 표기했다. 그리고 후술되었지만 해당 메시지를 바로 삭제했다.
그리고 이틀 뒤인 1월 21일, 오전 10시경부터 한국 온라인 커뮤니티를 중심으로 논란이 일어났다. 네티즌들은 'Chinese New Year'(중국 설)이라는 표현을 문제 삼았다. 2021년의 미주 한국일보에 실린 한
기사
에 나오듯 아직도 사실상 서구 각지에서는 'Chinese New Year'라는 표현을 많이 쓰고 있다. 또한 같은 해
삼성
이나
애플
같은 세계적인 초일류 기업들도 여전히 설날 인사를 'Chinese New Year'로 표기했다.
[17]
하지만 이것만으로는 넘길 수 없는 것이
설날
은 중국만의 명절이 아닌 한국,
북한
,
몽골
,
베트남
,
필리핀
,
인도네시아
,
말레이시아
등 많은 아시아 국가들이
공휴일
로 기념하는 날인 만큼 최근에는 ‘Lunar New Year(음력 설)’를 올바른 표현으로 여기는 추세이기 때문이다. 같은 호주 출신인 멤버
하니
의 경우,
포닝
에서 “right
Lunar new year
is this week!!”라고 메세지를 보냈다.
다니엘은
호주
와
대한민국
의
복수국적
이지만, 호주에서 태어나 5살 때 한국으로 왔다가 초등학교 1학년 1학기 때부터 다시 호주로 돌아가서 쭉 성장했기 때문에 한국어보다 영어를 더 잘하고
호주 문화
에 더 익숙하다. 전술했듯 아직도 영미권에서는 관습적으로 'Chinese New Year'라는 단어를 많이 쓰고 있는 것이 사실이나, 그럼에도 한국 국적을 가진 한국인 혼혈
KPOP
아이돌이 'Chinese New Year'라고 표기하는 것은 부적절했다는 비판 의견이 지배적이었다. 불과 며칠 전에도
ENHYPEN
제이
의 한국사 폄하 발언 논란이 일어났던 터라 두 논란이 맞물려져서 소속 아티스트에게 사전 주의를 잘 시키지 않은
HYBE
를 비판하는 의견도 대두되었다.
#
1월 21일, 오후 2시경 다니엘은 뉴진스 공식 인스타그램을 통해
사과문
을 올렸다.
다니엘 사과문 전문
[ 펼치기 · 접기 ]
안녕하세요
뉴진스 다니엘입니다.
지난 1월 19일 목요일에 포닝에서 제가 “what r u bunnies doing for Chinese new year?” 라고 메시지를 보냈습니다. 실수를 깨닫고 바로 삭제했지만 이미 많은 분들께 메시지가 전달이 되었고, 돌이킬 수 없게 되었습니다.
음력 설은 우리나라를 포함 여러 국가 및 지역에서 기념하는 명절이기 때문에, 저의 표현은 부적절했고 이 부분 깊이 반성하고 있습니다. 또 이로 인해 실망하거나 마음의 상처를 받았을 버니즈와 많은 분들께도 정말 죄송하다는 말씀드립니다.
이번 일을 잊지 않고, 앞으로 더 신중하게 행동하고 표현하는 제가 되도록 노력하겠습니다.
다시 한번 죄송합니다.
적절한 사과문이 게시된 이후, 사과문에서 'Chinese New Year'라는 표현이 한국을 비롯한 다른 아시아 국가들을 포괄하지 못한 부적절한 표현임을 분명하게 명시했으며, 다니엘이 친중 성향을 가진다는 근거도 없거니와 오랜 해외 생활 탓에 아무리 한국 복수국적이기로서니 잘 모르고 실수했을 수 있으니 도를 지나친 비난과 마녀사냥은 자제하자는 여론이 형성되었다. 실제로 다니엘은 호주인이자 한국인이긴 하나, 태어난 곳은 호주이며 한국에선 아주 어릴 때 약 3년동안 잠시 거주한 것이 전부이고 호주에서 자란 세월이 훨씬 더 길기 때문이다.
[18]
종합적으로 이러한 이해가 가는 상황과 다니엘의 적절한 대응으로 비난 여론은 빠르게 잦아들었다.
그러나 다니엘의 사과문이 올라온 게시글의 댓글에는 ""Chinese New Year가 맞는 표현이다""라는 중국 네티즌들의 댓글들이 무수히 달렸다.
3.3.
하니
[편집]
3.3.1.
2024년 국정 감사 출석
[편집]
자세한 내용은
NewJeans-ADOR 간 전속계약 해지 분쟁/경과
문서의
10월 15일
부분을 참고하십시오.
가족사진 전문 리븐패밀리
42studio.modoo.at
광장동 가족사진 전문 스튜디오 - 미국PPA 사진명장이 직접 촬영합니다
파티룸모임스토리송파문정점
partystory1.modoo.at
문정동대형파티룸50명가능강의실파티품생일파티가능 5만원부터진행 150인치스크린
송파 문정 스튜디오 연습실
blog.naver.com/js_space_
댄서 배우들이 유투브 릴스 오디션 촬영 자주오는 조명맛집. 조명,마이크,티비 지원
[1]
영어로도 우리말의 '굽다'에 해당하는 동사 burn을 사용하여 burn CDs 등으로 표현한다.
[2]
2022년 현재 55만 구독자를 보유. 영상 감독이자 제작자이기도 하다.
[3]
롤리팝은 오히려
NewJeans
의
Zero
의 포지션에 해당한다. Zero도 심의 문제로 방송 무대를 가지지 못했기 때문이다.
[4]
즉, 가수들이 유명 브랜드 의상의 상표만 스티커로 가리고 무대의상으로 활용하는 것과 마찬가지라는 의견도 있다.
[5]
즉 방송법 시행령에 따른 적법한 PPL이라면 법적인 문제는 없다.
[6]
본인의 Sns계정에 we’ll look into this. it is v similar”(조사해 보겠다. 비슷하다)라고 답변한 사실은 있다.
[7]
OMG
발매 5일 후 나온 기사.
[8]
Super Shy
MV의 경우는 멕시코 현지의 기사가 나온지 6개월 후다.
[9]
Jeans가 2015년 재결성하며 새롭게 바꾼 이름
[10]
이러한 상황에
디시인사이드
갤러리 등 인터넷 커뮤니티 사이에서는 원래
Jeans
에 New를 붙여
NewJeans
가 되었다는 드립도 생기게 되었다.
[11]
이런 의미로 쓰인 대표적인 용례는
MTV
에서 제작 및 방영한 자동차 튜닝 쇼 'Pimp My Ride'와 밀덕, 특히 총덕들 사이에서 인기였던 풀래시게임 '
Pimp My Gun
'.
[12]
이쪽의 대표적인 용례는
분덕스
의 등장인물이자
슬릭백 챌린지
의 주인공인
슬릭백이라는 이름의 포주
(Pimp Named SlickBack).
[13]
예를 들어 'Beauty is yours'라는 문장은 굉장히 흔히 쓰이는 문장이지만, 'Beautiful is yours'라는 표현은 어법에 맞지 않기 때문에 아무도 쓰지 않는다.
[14]
대표적인 유명음식이 닭갈비다.
[15]
참고로 해당 지역에서 유명하다고 모든 사람이 해당 음식을 먹어봤을 거란 보장이 없다. 마치 전주나 포항이 각각 비빔밥과 과메기로 유명하지만, 전주 사람이라도 비빔밥을, 혹은 포항 사람이라도 과메기를 먹어보지 못한 사람이 있는 것이나 마찬가지다.
[16]
네이버 사전
에서 정의한 칼국수의 뜻은
밀가루 반죽을 방망이로 얇게 밀어서 칼로 가늘게 썰어 만든 국수. 또는 그것을 익힌 음식.
인데, 이는 칼국수의 특징이라고 보기보단 면의 제작 방법이라고 보는 것이 적절하다. 이를 감안하면 칼국수와 비슷하게 면이 굵은 국수를 칼국수라고 착각할 수 있고, 먹어본 적이 없다면 굵은 국수=칼국수라고 생각할 수도 있다.
[17]
실제로 삼성과 애플도
2022년
새해 영어 인사를 'Chinese New Year'로 표기했다가 국내 여론의 질타를 받은 바 있다.
관련기사1
관련기사2
관련기사3
[18]
다니엘은 호주와 한국의 문화적 배경을 동시에 가진
TCK
이지만, 호주에서 오랫동안 생활하였다는 점을 감안했을 때
호주 문화
가 더 익숙할 수 밖에 없다. 물론, 한국혼혈에 엄연히 한국인이기도 한 다니엘이 설 명절을 'Chinese New Year'라고 표기한 것은 분명한 잘못이나 호주 문화에 더 익숙한 다니엘의 상황을 고려했을 때 문화적 미숙으로 인한 실수로 참작될 여지가 있다는 것.
이 저작물은
CC BY-NC-SA 2.0 KR
에 따라 이용할 수 있습니다. (단, 라이선스가 명시된 일부 문서 및 삽화 제외)
기여하신 문서의 저작권은 각 기여자에게 있으며, 각 기여자는 기여하신 부분의 저작권을 갖습니다.
나무위키는 백과사전이 아니며 검증되지 않았거나, 편향적이거나, 잘못된 서술이 있을 수 있습니다.
나무위키는 위키위키입니다. 여러분이 직접 문서를 고칠 수 있으며, 다른 사람의 의견을 원할 경우 직접 토론을 발제할 수 있습니다."
HYBE,뉴진스,하니,,nan
HYBE,뉴진스,다니엘,2023년 7월 30일,"2023년 7월 30일
SBS 인기가요
에서 신곡
ETA
무대 중
iPhone
을 통한 촬영 퍼포먼스를 선보였다. 방송 시점 뉴진스는
iPhone 14 Pro
의 광고 모델로 활동 중이었으며, 아이폰을 활용한 퍼포먼스가 광고 활동으로 비춰질 여지가 있어 언론 보도에서 논란이 일었다.
뉴시스
파이낸셜뉴스
세계일보
매일경제
논란이 일어나자 방심위 측은 8월 9일 ""뉴진스 간접광고 관련 민원이 꾸준히 들어오고 있어 심의 검토 중에 있다""며 ""정확히 심의 상정 일자가 정해지지는 않았다. 검토를 거쳐 심의 여부가 결정되는 것""이라고 밝혔다.
#1
#2
11월 4일, 방심위로부터 SBS의 인기가요가 법정 중징계인
주의
처분을 받았다.
#
2.3.1.
비판론
[편집]
해당 퍼포먼스가 음악방송 무대에서 선보이기 부적절한 퍼포먼스였다는 비판이 있었다. 2분 30초 가량의 무대에서 20초 가량 제품의 홍보로 비춰질 수 있는 장면이 연출된 점, 로고가 직접적으로 드러나지는 않았더라도 기기 모델을 알아볼 수 있도록 클로즈업 된 점 등이 논란을 불렀다.
한편 일각에서는 과도한
PPL
이라는 비판도 있다. 최근 뉴진스는 iPhone 14 Pro의 캠페인 활동
Shot on iPhone
의 일환으로 신곡 'ETA' 뮤직비디오를 iPhone 14 Pro로 촬영했으며, ETA의 뮤직비디오 자체가 iPhone 14 Pro의 TV 광고로 사용되고 있다. 일부 언론에서는 Apple 자사의 브랜드를 각인시키기 위해 공격적으로 PPL에 나섰다는 업계 일각의 해석을 보도하기도 했다.
인기가요에서 PPL이 허용되기는 하나 최근에는 하는 가수들이 거의 없었기에 이 사건을 시작으로 더 많은 가수들이 PPL을 할 것을 우려하는 시선도 있다.
과거
BIGBANG
이
LG전자
의 휴대폰
롤리팝
을 광고했던 사례와 비교하는 경우도 있으나 이는 전적으로 다른 경우이다.
BIGBANG
의 롤리팝은 애초에 CM송이어서 심의에 걸렸기 때문에 뮤직비디오만 있었고 방송 무대 자체가 불가능했다. 때문에 애초에 사례가 완전히 다르다.
[3]
2.3.2.
옹호론
[편집]
그러나 뉴진스는 ETA의 뮤직비디오 자체에서 아이폰을 활용한 퍼포먼스를 이미 선보였기 때문에 해당 연출은 PPL을 위한 퍼포먼스라기보다는 뮤직비디오의 연출에서 이어지는 무대라는 해석도 있다.
또한 직접적인 무대 퍼포먼스는 아니지만 SBS 인기가요 자체가 PPL을 허용하는 방송이기도 하다. 인기가요는 현재까지 음원 사이트나 뮤직 앱 등 수많은 PPL을 진행해왔으며 프로그램에 ""간접광고 혹은 가상광고를 포함하고 있습니다""라는 안내 문구를 포함한다. 무대 위에서 휴대폰을 꺼내든 퍼포먼스 역시 뉴진스가 처음이 아니다. 이러한 배경에서 PPL을 한 것이 불쾌하다는 이유 하나만으로 질타가 쏟아지는 것은 적절하지 못하다는 반론이 있다.
해당 퍼포먼스를 실제 PPL로 판가름할 수 있는지도 불분명하다. 모델을 알아볼 수 있도록 클로즈업되긴 했으나 기업의 상표가 가려져 있어 직접적으로 드러나지 않았으며, 기업이 방송에 실제로 제작지원을 했는지도 미지수이다. 제작지원을 하지 않았을 경우 PPL이 아닌 단순
협찬
에 해당한다.
[4]
하지만 SBS측은 간접광고는 현재 멜론만 진행하고 있다고 밝혔다.
퍼포먼스 자체가 음악방송에서 보이기에 부적절하다는 일부의 비판과는 별개로 실제 PPL이라고 할지라도 방심위에서 행정지도 이상의 심의가 발생하는 것과는 또 다른 문제이다.
[5]
방심위는 방송법 시행령에 따라 심의 사안을 '문제 없음', '행정지도', '법정 재재'로 구분하여 판단한다. 상술한대로 음악방송에는 다수의 적법한 PPL이 진행되고 있으며 방심위에서 이를 적법한 PPL로 판단할 수도 있다는 주장이 있었다.
2.4.
Bubble Gum
표절 논란
[편집]
아일릿 비판했던 민희진, 뉴진스 신곡 ‘버블 검’ 표절 논란
NewJeans 뉴진스 'Bubble Gum'(250 외 작곡) 표절아닌 유사성 비교, Shakatak - Easier Said Than Done
Bubble Gum
은 앨범
How Sweet
의 선공개 수록곡으로, 공개 후 온라인 커뮤니티를 중심으로
Bubble Gum
의 표절 논란이 불거졌다. 영국의 밴드 '
샤카탁
'의 'Easier Said Than Done'과 유사하다는 것이며 일각에서는 '샘플링'이 아니냐는 주장도 나왔는데 공식적으로 샘플링은 아닌 것으로 밝혀졌다.
[6]
Easier Said Than Done 원곡"
HYBE,뉴진스,다니엘,2024년 7월 18일,"2024년 7월 18일,
기사
에 따르면 원작자 샤카탁은 뉴진스의 'Bubble Gum'이 'Easier Said Than Done'을 무단으로 표절해 저작권을 위반하였음을 확인하였고
'Bubble Gum' 사용중지, 손해배상 요청 등 법적대응을 예고한 것
으로 알려졌다. 이에 대해 어도어측은
’무단 사용한 적 없다’
면서 ‘샤카탁측에 공신력 있는 분석 리포트를 제출해달라고 했고, 샤카탁측에서 6월 21일에 답장을 통해 곧 보내주겠다고 했으나 아직까지 답장이 오지 않은 상태’라고 밝혔다.
#
그러나 19일
샤카탁 공식 SNS
에
저희 퍼블리싱 회사인 Wise Music Group이 이 사건을 다루고 있으며, 음악학자를 고용하여 이 문제를 더 자세히 조사했다. 계속해서 상황을 알려드리겠다
며 진행상황을 알렸다.
#"
HYBE,뉴진스,다니엘,2024년 7월 23일,"2024년 7월 23일,
ADOR
측은 표절논란 사실관계에 대해 추가적인 입장문을 인스타그램에 게시하였다.
원문
2.5.
Jeans
콘셉트 및 안무 모방 관련 의혹
[편집]
“민(희진)로남불? 너무 똑같아서 말도 안 나온다는 '뉴진스' vs '멕진스' 뮤비 비교
“뉴진스, 90년대 멕시코 그룹 ‘진스’와 유사”... 멕시코 언론 기사 재조명
아일릿에 발끈한 뉴진스, 멕시코 걸그룹 표절?…현지 매체 보도 보니
현재 각종 기록을 휩쓸고 있는 Kpop 그룹 중 하나는 바로 걸그룹 NewJeans이며, 그룹의 다섯 멤버는 히트곡 Attention과 Hype Boy로 차트를 휩쓸었습니다. 그러나 이 그룹이 90년대 멕시코 걸그룹 Jeans에서 영감을 받았다는 주장이 나오기 시작했습니다.
2023년 멕시코 언론 에서 NewJeans가 자국 그룹인 Jeans를 따라했다는 의혹을 제기한 기사"
HYBE,뉴진스,다니엘,"2024년
4월 22일","2024년
4월 22일
,
ADOR
의 대표
민희진
은 ADOR의 HYBE 경영권 탈취 의혹 논란 사건과 관련하여
ILLIT
이 ""헤어, 메이크업, 의상, 안무, 사진, 영상, 행사 출연 등 연예 활동의 모든 영역에서
NewJeans
를 카피하고 있다""라고 주장했다. 이러한 주장에 대한 반발로 NewJeans는 다른 그룹의 콘셉트를 카피한 적이 없냐는 의견들이 나왔다."
HYBE,뉴진스,다니엘,2023년 1월 7일,"2023년 1월 7일 멕시코 종합지 엘 시글로(El Sigol)는 ""한국의 뉴진스는 90년대 멕시코 걸그룹 진스에서 영감을 받았다는 주장이 온라인에서 등장하고 있다""며 두 그룹의 유사성에 주목하는 기사에서 뉴진스와 진스의 그룹명을 비롯해 의상, 헤어스타일 등 비주얼 콘셉트와 홍보 사진, 뮤직비디오 콘셉트 등이 유사하다고 주장했다.
[7]
또한 진스의 뮤직비디오에 등장하는 안무와 뉴진스가 사용한 안무가 유사하다는 의견도 나왔다. 데뷔곡
Attention
의 '머리 쓸어올리기' 안무나
OMG
에 등장한 어깨에 손을 올리고 기차놀이를 하는 안무,
Super Shy
초반에 등장하는 군무 등이 유사하다는 점이다.
[8]
민희진 대표가 지난달 기자회견 당시 ""빌리프랩은 왜 우리 안무를 썼나. 우리 안무가들이 화가 나있다""고 말한 바 있어 내로남불 아니냐는 반응도 점차 나오기 시작했다.
Jeans (진스)
NewJeans (뉴진스)
Jeans와 NewJeans 안무 비교
[ 펼치기 · 접기 ]
왼쪽:
Jeans
, 오른쪽:
NewJeans
NewJeans 와 Jeans의 유사성 비교
A : 18살도 되지 않은 뉴진스 소녀들이 표절이라고 공격받고 있는데 그 점에 대해 무슨 말이라도 말씀해주실래요?
JNS
[9]
: 90년대가 돌아와 새로운 세대에 와닿은 것이 정말 좋아요!
[10]
이러한 논란은 현재 활동중인
Jeans
에게도 전해져"
HYBE,뉴진스,다니엘,2024년 5월 21일,"2024년 5월 21일, Jeans 멤버가 직접 위와 같이 입장을 밝히기도 했다.
Jeans
의 옛 멤버 페티는 자신의 인스타그램 스토리에 뉴진스의 표절 의혹을 제기하는 게시물을 재공유했다. 게시물에는 두 그룹의 로고, 의상, 안무의 유사점을 비교하는 사진과 함께 ""너무 좋다"", ""우리는 그렇게 틀리지 않았어"" 라는 글을 남겼다.
“뉴진스, 90년대 멕시코 걸그룹 ‘진스’ 표절”…의혹에도 ‘진스’측 반응은 “좋다”
NewJeans
가
How Sweet
으로 5월 24일 컴백 후, 다음 날 25일
JNS
의 현 멤버 3명 전원이 공식 틱톡 영상을 통해
뉴진스
에게 응원의 메시지를 보내면서 표절 논란을 직접 일축했다.
멕시코 진스 “뉴진스, 90년대 콘셉트 놀라워” 표절시비 일축
JNS 공식 틱톡 원본 영상
2.6.
뉴진스 X 배틀그라운드 콜라보 관련 논란
[편집]
자세한 내용은
PUBG: BATTLEGROUNDS NewJeans 콜라보 관련 논란
문서를 참고하십시오.
2.7.
광주광역시
동구청의 IP 무단 사용으로 인한 피해
[편집]
광주광역시
동구청이 충장로상권 활성화를 위해 운영하는 K-POP 카페에서
ADOR
와
NewJeans
의
지식재산권
을 침해하려고 했던 사건이다.
동구청은 지난 5월
조선대학교
축제에 참여한 뉴진스를 보기 위해 4만여 명의 인파가 찾은 것과 관련해 크게 감명을 받고 충장로 활성화를 목적으로 K-POP 생일 카페사업을 추진한 것으로 알려졌으며, 소속사인
ADOR
와 합의없이 사업을 진행하던 과정에서 동구청이 기념품으로 증정하려고 했던 짝퉁 굿즈와
저작권
등 권리 침해 사실을 알게된
ADOR
측에서 문제를 제기하자 사업을 하루 전 돌연 취소했다.
2.8.
NewJeans-ADOR 간 전속계약 해지 분쟁
[편집]
자세한 내용은
NewJeans-ADOR 간 전속계약 해지 분쟁
문서를 참고하십시오.
3.
개인
[편집]
3.1.
민지
[편집]
3.1.1.
티셔츠 영문 문구 논란
[편집]
관련 기사
.
민지
가 착용한 티셔츠에 'PIMP IS Yours'라는 문구가 적혔는데 'PIMP'의 뜻이 '멋지게 꾸미다'
[11]
, '(남자) 바람둥이' 혹은 '포주'
[12]
라는 의미의 속어로 쓰여 해외 커뮤니티를 시작으로 ""미성년자가 입기에는 다소 오해의 소지가 있다""는 주장이 나왔다.
그러나 해당 티셔츠 브랜드 대표는 직접 해명을 하며 억울함을 토로하였다. 또한 해당 티셔츠 브랜드 대표는 ""뉴진스 스타일리스트는 'PIMP'라는 단어의 의미를 우리가 전달한 이미지로만 인식하고 우리의 옷을 스타일링하기 전에 문제가 없다고 판단했다""고 밝혔다. 다시 말해 스타일리스트 측은
브랜드 측에서 전달한 이미지로만 인식하여 문제가 없다고 판단했고, 애초에 'PIMP'라는 단어 또한 그런 의미가 아니라
주장했다. 논란이 된 문구가 적힌 옷뿐만 아니라 브랜드 네이밍 자체를 'PIMP'로 지은 작은 스타트업 브랜드인데 상식적으로 '포주'라는 의미보다는 70-80년대에나 아주 약간 쓰인 '화려함', '멋진'의 의미로 해석하는 것이 상식적이라는 주장이다.
다만 현재 미국에서 'PIMP'라는 단어는 포주라는 뜻으로 대부분 사용되는 속어이다. 널리 쓰이는 영어 슬랭이고, 그렇기에 스탠드업 코미디나 랩 음악 가사등 대중매체에 수도 없이 등장한다. 해당 브랜드 업체가 해외 진출을 생각한다면 바꾸는 게 현명할 것이다.
이러한 논란이 벌어지게 된 근본적인 이유는 'PIMP'가 명사형으로는 '포주'를 의미하지 '멋지게 꾸밈'이라는 뜻은 전혀 가지진 않으며, 동사형으로는 '포주 일을 하다' 또는 '멋지게 꾸미다', 형용사로 사용될 때만 '스타일리시한'이라는 뜻으로 사용되기 때문이다. 즉, 'PIMP IS Yours'에서 'PIMP'는 문장 구조상 명사(포주)로 해석될 수밖에 없는 위치이기 때문에 영미권에서 보기에 굉장히 부적절한 문장이 되는 것이다.
[13]
차라리 'pimp your pump' 같은 정상적인 문장을 썼다면 아무 논란도 일지 않았을 것이다.
한 마디로 엉터리 영어 문장이 낳은 대참사
.
해당 티셔츠 브랜드 대표는 자신들이 인생을 걸고 창업한 브랜드라고 호소함과 동시에 이러한 오해가 지속될 것 같아서 브랜드명 변경을 심각하게 고려하고 있고, 의도치 않게 뉴진스 멤버들, 스타일리스트 분들, 그리고 마지막으로 팬 분들께 상처를 드려서 죄송하다는 입장을 표명했다. 이후
브랜드명을 변경하기로 결정했다
고 한다.
#
다만 이후 ""No Nigger, I'm a
Pimp
Named Slickback""이라는 가사가 대놓고 들어간
슬릭백 챌린지
가 유행하고 미성년 아이돌들도 따라함은 물론 공중파에서도 가사가 검열되지 않고 나오긴 했다. Nigger 부분은 정말 대놓고 흑인들만 쓸 수 있고 인종차별 문제로 논란이 될 것이 뻔해서 그 부분은 대충 음량을 줄이거나 뮤트하는 식으로 피하더라도 Pimp는 검열 없이 나가는 경우가 부지기수였다. 그럼에도 불구하고 이쪽은 별 논란이 없었는데, 이는 당연하다. 어린 여자 아이돌이 PIMP라는 단어가 박힌 티셔츠를 입고 있는 영상이 나가는 것과 포주가 자기가 포주라고 말하는 대사를 샘플링해서 잘 들리지도 않게 배경음으로 쓰는 것의 임팩트는 다를 수밖에 없다.
3.1.2.
칼국수 발언 관련 해명 태도 논란
[편집]
이 사건은 1년 여 이어진 악플러발 의혹에 대해 해명성 발언을 하던 중 민지의 미숙한 대응이 논란이 된 사건이다.
보도"
HYBE,뉴진스,다니엘,"2023년
1월 5일","2023년
1월 5일
진행한
침착맨
과
NewJeans
의 라이브에서 토크를 하던 중
민지
가 ""
칼국수
가 뭐지?""라는 혼잣말을 했다.
라이브 영상 (34분 45초)
라이브 당시에는 ""?"" 등의 물음표와 가벼운 이모티콘들이 채팅창을 차지했고, 대화는 바로 다음 주제로 넘어가서 크게 주목받지 않았다. 하지만 라이브 종료 후 다시보기와 클립 영상 등을 통해 퍼졌고, 일부 네티즌들은 해당 영상에 컨셉질이라는 부정적 내용의 댓글을 게시했다.
1년 여 후인"
